Ruta,Texto original,Traducción
CommonEvent[72].command[732],____TEXT____,
CommonEvent[72].command[733].textData,"Оказывается \N[8] не имеет половых органов, так что",
CommonEvent[72].command[734].textData,заняться любовью не выйдет.,
CommonEvent[72].command[743],____TEXT____,
CommonEvent[72].command[744].textData,Заняться любовью с \N[12]?,
CommonEvent[72].command[745],___CHOICE___,
CommonEvent[72].command[745].textChoice[0],Да,
CommonEvent[72].command[745].textChoice[1],Нет,
CommonEvent[72].command[747],____TEXT____,
CommonEvent[72].command[748].textData,Точно?,
CommonEvent[72].command[749],___CHOICE___,
CommonEvent[72].command[749].textChoice[0],Да,
CommonEvent[72].command[749].textChoice[1],Нет,
CommonEvent[72].command[751],____TEXT____,
CommonEvent[72].command[752].textData,Боги не одобряют твоих деяний.,
CommonEvent[72].command[754],____TEXT____,
CommonEvent[72].command[755].textData,"Ты чувствуешь внутри тела сильное давление, оно ",
CommonEvent[72].command[756].textData,начинается в области паха...,
CommonEvent[72].command[771],____TEXT____,
CommonEvent[72].command[772].textData,Заняться любовью с Наз'Рой?,
CommonEvent[72].command[773],___CHOICE___,
CommonEvent[72].command[773].textChoice[0],Да,
CommonEvent[72].command[773].textChoice[1],Нет,
CommonEvent[72].command[775],____TEXT____,
CommonEvent[72].command[776].textData,\c[7]Наз'Ра\c[0],
CommonEvent[72].command[777].textData,"""Заняться любовью?""",
CommonEvent[72].command[778],____TEXT____,
CommonEvent[72].command[779].textData,\c[7]Наз'Ра\c[0],
CommonEvent[72].command[780].textData,"""А почему бы и нет"".",
CommonEvent[72].command[781],____TEXT____,
CommonEvent[72].command[782].textData,\c[7]Наз'Ра\c[0],
CommonEvent[72].command[783].textData,"""КАК ЖАЛЬ, ЧТО МЕНЯ ВОЗБУЖДАЕТ ЛИШЬ ЗАПАХ ",
CommonEvent[72].command[784].textData,"ГОРЕЛОЙ ПЛОТИ!""",
CommonEvent[72].command[795],____TEXT____,
CommonEvent[72].command[796].textData,Заняться любовью с Д'Арс?,
CommonEvent[72].command[797],___CHOICE___,
CommonEvent[72].command[797].textChoice[0],Да,
CommonEvent[72].command[797].textChoice[1],Нет,
CommonEvent[72].command[800],____TEXT____,
CommonEvent[72].command[801].textData,\c[7]Д'Арс\c[0],
CommonEvent[72].command[802].textData,"""О... Господи"".",
CommonEvent[72].command[803],____TEXT____,
CommonEvent[72].command[804].textData,\c[7]Д'Арс\c[0],
CommonEvent[72].command[805].textData,"""Это то, о чем я давно мечтала, но-- Разве сейчас",
CommonEvent[72].command[806].textData,"правда подходящее время?""",
CommonEvent[72].command[807],___CHOICE___,
CommonEvent[72].command[807].textChoice[0],Заняться любовью,
CommonEvent[72].command[807].textChoice[1],"""Ты права. Давай отложим это на потом"".",
CommonEvent[72].command[809],____TEXT____,
CommonEvent[72].command[810].textData,\c[7]Д'Арс\c[0],
CommonEvent[72].command[811].textData,*вздох*,
CommonEvent[72].command[822],____TEXT____,
CommonEvent[72].command[823].textData,Д'Арс одаривает тебя широкой улыбкой.,
CommonEvent[72].command[830],____TEXT____,
CommonEvent[72].command[831].textData,\c[7]Д'Арс\c[0],
CommonEvent[72].command[832].textData,"""... Хорошо... Я готова"".",
CommonEvent[72].command[833],____TEXT____,
CommonEvent[72].command[834].textData,\c[7]Д'Арс\c[0],
CommonEvent[72].command[835].textData,"""Но пожалуйста, будь нежен. Это мой первый раз...""",
CommonEvent[72].command[853],____TEXT____,
CommonEvent[72].command[854].textData,\c[7]Д'Арс\c[0],
CommonEvent[72].command[855].textData,"""Ни за что. НИ ЗА ЧТО!""",
CommonEvent[72].command[856],____TEXT____,
CommonEvent[72].command[857].textData,\c[7]Д'Арс\c[0],
CommonEvent[72].command[858].textData,"""Да о чем ты только думаешь?! Это просто ",
CommonEvent[72].command[859].textData,"отвратительно!""",
CommonEvent[72].command[864],____TEXT____,
CommonEvent[72].command[865].textData,\c[7]Д'Арс\c[0],
CommonEvent[72].command[866].textData,"""Ни за что. НИ ЗА ЧТО!""",
CommonEvent[72].command[867],____TEXT____,
CommonEvent[72].command[868].textData,\c[7]Д'Арс\c[0],
CommonEvent[72].command[869].textData,"""Да о чем ты только думаешь?! Это просто ",
CommonEvent[72].command[870].textData,"отвратительно!""",
CommonEvent[72].command[886],____TEXT____,
CommonEvent[72].command[887].textData,Заняться любовью с Энки?,
CommonEvent[72].command[888],___CHOICE___,
CommonEvent[72].command[888].textChoice[0],Да,
CommonEvent[72].command[888].textChoice[1],Нет,
CommonEvent[72].command[891],____TEXT____,
CommonEvent[72].command[892].textData,\c[7]Энки\c[0],
CommonEvent[72].command[893].textData,"""Не могу поверить, что говорю это, но давай сделаем ",
CommonEvent[72].command[894].textData,"это"".",
CommonEvent[72].command[908],____TEXT____,
CommonEvent[72].command[909].textData,\c[7]Энки\c[0],
CommonEvent[72].command[910].textData,"""Нет. Мне это не интересно"".",
CommonEvent[72].command[924],____TEXT____,
CommonEvent[72].command[925].textData,Заняться любовью с Рагнвальдом?,
CommonEvent[72].command[926],___CHOICE___,
CommonEvent[72].command[926].textChoice[0],Да,
CommonEvent[72].command[926].textChoice[1],Нет,
CommonEvent[72].command[930],____TEXT____,
CommonEvent[72].command[931].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[72].command[932].textData,"""... Ладно"".",
CommonEvent[72].command[933],____TEXT____,
CommonEvent[72].command[934].textData,"Кажется, Рагнвальдр считает, что это поможет выжить ",
CommonEvent[72].command[935].textData,вам обоим.,
CommonEvent[72].command[953],____TEXT____,
CommonEvent[72].command[954].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[72].command[955].textData,"""...Нет"".",
CommonEvent[72].command[956],____TEXT____,
CommonEvent[72].command[957].textData,Рагнвальдр полностью игнорирует тебя.,
CommonEvent[72].command[962],____TEXT____,
CommonEvent[72].command[963].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[72].command[964].textData,"""...Нет"".",
CommonEvent[72].command[965],____TEXT____,
CommonEvent[72].command[966].textData,Рагнвальдр полностью игнорирует тебя.,
CommonEvent[72].command[980],____TEXT____,
CommonEvent[72].command[981].textData,Заняться любовью с Ле'Гардом?,
CommonEvent[72].command[982],___CHOICE___,
CommonEvent[72].command[982].textChoice[0],Да,
CommonEvent[72].command[982].textChoice[1],Нет,
CommonEvent[72].command[985],____TEXT____,
CommonEvent[72].command[986].textData,\c[7]Ле'Гард\c[0],
CommonEvent[72].command[987].textData,"""Прошу прощения, но - нет. У судьбы на меня другие",
CommonEvent[72].command[988].textData,"более грандиозные планы"".",
CommonEvent[72].command[991],____TEXT____,
CommonEvent[72].command[992].textData,\c[7]Ле'Гард\c[0],
CommonEvent[72].command[993].textData,"""Этому не бывать"".",
CommonEvent[72].command[1007],____TEXT____,
CommonEvent[72].command[1008].textData,Заняться любовью с Кахарой?,
CommonEvent[72].command[1009],___CHOICE___,
CommonEvent[72].command[1009].textChoice[0],Да,
CommonEvent[72].command[1009].textChoice[1],Нет,
CommonEvent[72].command[1013],____TEXT____,
CommonEvent[72].command[1014].textData,\c[7]Кахара\c[0],
CommonEvent[72].command[1015].textData,"""О, да! Раздевайся"".",
CommonEvent[72].command[1016],____TEXT____,
CommonEvent[72].command[1017].textData,\c[7]Кахара\c[0],
CommonEvent[72].command[1018].textData,"""По земле ходит не так много людей, кто мог бы ",
CommonEvent[72].command[1019].textData,"превзойти меня в этом"".",
CommonEvent[72].command[1020],____TEXT____,
CommonEvent[72].command[1021].textData,"Кажется, что Кахара полон энтузиазма.",
CommonEvent[72].command[1025],____TEXT____,
CommonEvent[72].command[1026].textData,\c[7]Кахара\c[0],
CommonEvent[72].command[1027].textData,"""Да, почему бы и нет"".",
CommonEvent[72].command[1028],____TEXT____,
CommonEvent[72].command[1029].textData,\c[7]Кахара\c[0],
CommonEvent[72].command[1030].textData,"""Должен сказать, что ты один из самых красивых мужчин",
CommonEvent[72].command[1031].textData,"с которыми мне когда-либо довидилось спать"".",
CommonEvent[72].command[1035],____TEXT____,
CommonEvent[72].command[1036].textData,\c[7]Кахара\c[0],
CommonEvent[72].command[1037].textData,"""Ну давай"".",
CommonEvent[72].command[1038],____TEXT____,
CommonEvent[72].command[1039].textData,\c[7]Кахара\c[0],
CommonEvent[72].command[1040].textData,"""Только анус мне не разорви напором своих огромных ",
CommonEvent[72].command[1041].textData,"мускулов, лады?""",
CommonEvent[72].command[1045],____TEXT____,
CommonEvent[72].command[1046].textData,\c[7]Кахара\c[0],
CommonEvent[72].command[1047].textData,"""Фе, извращенная затейка конечно, но ладно"".",
CommonEvent[72].command[1050],____TEXT____,
CommonEvent[72].command[1051].textData,\c[7]Кахара\c[0],
CommonEvent[72].command[1052].textData,"""Ну давай"".",
CommonEvent[72].command[1090],____TEXT____,
CommonEvent[72].command[1091].textData,\c[7]Кахара\c[0],
CommonEvent[72].command[1092].textData,"""Слушай, стандарты у меня и правда приземлённые, ",
CommonEvent[72].command[1093].textData,"но сейчас правда не самое подходящее для этого время"".",
CommonEvent[72].command[1111],____TEXT____,
CommonEvent[72].command[1112].textData,Кому ты будешь молиться?,
CommonEvent[72].command[1113],___CHOICE___,
CommonEvent[72].command[1113].textChoice[0],Гро-Гороту,
CommonEvent[72].command[1113].textChoice[1],Сильвиан,
CommonEvent[72].command[1113].textChoice[2],Алл-Меру,
CommonEvent[72].command[1113].textChoice[3],Уйти,
CommonEvent[72].command[1115],____TEXT____,
CommonEvent[72].command[1116].textData,.\|.\|.\|.,
CommonEvent[72].command[1117],____TEXT____,
CommonEvent[72].command[1118].textData,Ты закончил молиться.,
CommonEvent[72].command[1142],____TEXT____,
CommonEvent[72].command[1143].textData,.\|.\|.\|.,
CommonEvent[72].command[1144],____TEXT____,
CommonEvent[72].command[1145].textData,Ты закончил молиться.,
CommonEvent[72].command[1169],____TEXT____,
CommonEvent[72].command[1170].textData,.\|.\|.\|.,
CommonEvent[72].command[1171],____TEXT____,
CommonEvent[72].command[1172].textData,Ты закончил молиться.,
CommonEvent[73].command[0].textComment,DEMON SEED,
CommonEvent[73].command[60].textComment,LOCKPICKING,
CommonEvent[73].command[89].textComment,MARKSMANSHIP,
CommonEvent[73].command[118].textComment,DEVOUR,
CommonEvent[74].command[36].textComment,TALK-Command,
CommonEvent[77].command[5],____TEXT____,
CommonEvent[77].command[6].textData,"""Ворон, ворон, взрасти же этот дикий стон — ",
CommonEvent[77].command[7].textData,"кошмаров гомон, твой ревущий горн.",
CommonEvent[77].command[8].textData,"Греха и мерзости он полон, что снег кровавой бойни ",
CommonEvent[77].command[9].textData,"за Скарсбергский холм."".",
CommonEvent[77].command[10],____TEXT____,
CommonEvent[77].command[11].textData,"""Ворон, ворон, от чего ты возжелал терзать?",
CommonEvent[77].command[12].textData,"Плоть так свежа, и кровь, чей вкус так солон,",
CommonEvent[77].command[13].textData,"не прекращает реками стекать"".",
CommonEvent[77].command[14],____TEXT____,
CommonEvent[77].command[15].textData,"""Ворон, ворон, всё здесь ты продолжаешь пребывать?",
CommonEvent[77].command[16].textData,"Он возвратится — Кто обнажен, тому уж нечего скрывать"".",
CommonEvent[77].command[17],____TEXT____,
CommonEvent[77].command[18].textData,"""Ворон, ворон, присутствие спиною ощутить сумею,",
CommonEvent[77].command[19].textData,"ты снова позади. О, ворон, лишь одно просить посмею",
CommonEvent[77].command[20].textData," — что я посею, то пожни"".",
CommonEvent[78].command[5],____TEXT____,
CommonEvent[78].command[6].textData,"""Основы Алхимии - Алхемилия том 3""",
CommonEvent[78].command[7],____TEXT____,
CommonEvent[78].command[8].textData,"""В этой книге описаны действия различных цветных",
CommonEvent[78].command[9].textData,"алхимических субстанций:""",
CommonEvent[78].command[10],____TEXT____,
CommonEvent[78].command[11].textData,"""Рецепты для начинающих алхимиков:",
CommonEvent[78].command[12].textData,Оранжевый + зеленый = Обостренные чувства,
CommonEvent[78].command[13].textData,Синий + синий = Действенное исцеление,
CommonEvent[78].command[14].textData,"Белый порошок + муть = черезвычайно взрывоопасно"".",
CommonEvent[79].command[0],____TEXT____,
CommonEvent[79].command[1].textData,Ты видишь огромное создание с широко открытым ртом.,
CommonEvent[79].command[2].textData,Это алтарь тьмы.,
CommonEvent[79].command[4],___CHOICE___,
CommonEvent[79].command[4].textChoice[0],Жертвоприношение,
CommonEvent[79].command[4].textChoice[1],Молиться,
CommonEvent[79].command[4].textChoice[2],Уйти,
CommonEvent[79].command[7],____TEXT____,
CommonEvent[79].command[8].textData,Тебе некого принести в жертву.,
CommonEvent[79].command[12],____TEXT____,
CommonEvent[79].command[13].textData,Принести в жертву \N[16]?,
CommonEvent[79].command[14],___CHOICE___,
CommonEvent[79].command[14].textChoice[0],Да,
CommonEvent[79].command[14].textChoice[1],Нет,
CommonEvent[79].command[16],____TEXT____,
CommonEvent[79].command[17].textData,"\N[16], кажется, не возражает.",
CommonEvent[79].command[19],____TEXT____,
CommonEvent[79].command[20].textData,Ты бросаешь \N[16] в рот существа.,
CommonEvent[79].command[35],____TEXT____,
CommonEvent[79].command[36].textData,Принести в жертву \N[17]?,
CommonEvent[79].command[37],___CHOICE___,
CommonEvent[79].command[37].textChoice[0],Да,
CommonEvent[79].command[37].textChoice[1],Нет,
CommonEvent[79].command[39],____TEXT____,
CommonEvent[79].command[40].textData,"\N[17], кажется, не возражает.",
CommonEvent[79].command[42],____TEXT____,
CommonEvent[79].command[43].textData,Ты бросаешь \N[17] в рот существа.,
CommonEvent[79].command[58],____TEXT____,
CommonEvent[79].command[59].textData,Принести в жертву \N[18]?,
CommonEvent[79].command[60],___CHOICE___,
CommonEvent[79].command[60].textChoice[0],Да,
CommonEvent[79].command[60].textChoice[1],Нет,
CommonEvent[79].command[62],____TEXT____,
CommonEvent[79].command[63].textData,"\N[18], кажется, не возражает.",
CommonEvent[79].command[65],____TEXT____,
CommonEvent[79].command[66].textData,Ты бросаешь \N[18] в рот существа.,
CommonEvent[79].command[81],____TEXT____,
CommonEvent[79].command[82].textData,Принести в жертву девочку?,
CommonEvent[79].command[83],___CHOICE___,
CommonEvent[79].command[83].textChoice[0],Да,
CommonEvent[79].command[83].textChoice[1],Нет,
CommonEvent[79].command[85],____TEXT____,
CommonEvent[79].command[86].textData,Девочка немного сопротивляется...,
CommonEvent[79].command[88],____TEXT____,
CommonEvent[79].command[89].textData,Ты бросаешь девочку в рот существа.,
CommonEvent[79].command[104],____TEXT____,
CommonEvent[79].command[105].textData,Принести в жертву \N[7]?,
CommonEvent[79].command[106],___CHOICE___,
CommonEvent[79].command[106].textChoice[0],Да,
CommonEvent[79].command[106].textChoice[1],Нет,
CommonEvent[79].command[108],____TEXT____,
CommonEvent[79].command[109].textData,\N[7] не понимает твоих намерений.,
CommonEvent[79].command[111],____TEXT____,
CommonEvent[79].command[112].textData,Ты бросаешь Безлунницу в рот существа.,
CommonEvent[79].command[127],____TEXT____,
CommonEvent[79].command[128].textData,Принести в жертву собственное дитя - \N[8]?,
CommonEvent[79].command[129],___CHOICE___,
CommonEvent[79].command[129].textChoice[0],Да,
CommonEvent[79].command[129].textChoice[1],Нет,
CommonEvent[79].command[131],____TEXT____,
CommonEvent[79].command[132].textData,"\N[8] сделает для тебя все, что угодно.",
CommonEvent[79].command[134],____TEXT____,
CommonEvent[79].command[135].textData,Ты бросаешь \N[8] в рот существа.,
CommonEvent[79].command[150],____TEXT____,
CommonEvent[79].command[151].textData,Принести в жертву собственное дитя - \N[12]?,
CommonEvent[79].command[152],___CHOICE___,
CommonEvent[79].command[152].textChoice[0],Да,
CommonEvent[79].command[152].textChoice[1],Нет,
CommonEvent[79].command[154],____TEXT____,
CommonEvent[79].command[155].textData,"\N[12] беспомощен, так что это не столь сложная задача.",
CommonEvent[79].command[157],____TEXT____,
CommonEvent[79].command[158].textData,Ты бросаешь \N[12] в рот существа.,
CommonEvent[79].command[174],____TEXT____,
CommonEvent[79].command[175].textData,Принести в жертву Д'Арс?,
CommonEvent[79].command[176],___CHOICE___,
CommonEvent[79].command[176].textChoice[0],Да,
CommonEvent[79].command[176].textChoice[1],Нет,
CommonEvent[79].command[178],____TEXT____,
CommonEvent[79].command[179].textData,\c[7]Д'Арс\c[0],
CommonEvent[79].command[180].textData,"""Что ты делаешь?!""",
CommonEvent[79].command[181],____TEXT____,
CommonEvent[79].command[182].textData,\c[7]Д'Арс\c[0],
CommonEvent[79].command[183].textData,"""Если ты не намерен расстаться со своей головой, ",
CommonEvent[79].command[184].textData,"я бы советовала бросить эту затею!""",
CommonEvent[79].command[196],____TEXT____,
CommonEvent[79].command[197].textData,Принести в жертву Энки?,
CommonEvent[79].command[198],___CHOICE___,
CommonEvent[79].command[198].textChoice[0],Да,
CommonEvent[79].command[198].textChoice[1],Нет,
CommonEvent[79].command[200],____TEXT____,
CommonEvent[79].command[201].textData,\c[7]Энки\c[0],
CommonEvent[79].command[202].textData,"""Умереть ради чужой выгоды? Какая презренная идея.",
CommonEvent[79].command[203].textData,"Это уже даже не оскорбление, не говоря уже об угрозе"".",
CommonEvent[79].command[215],____TEXT____,
CommonEvent[79].command[216].textData,Принести в жертву Рагнвальда?,
CommonEvent[79].command[217],___CHOICE___,
CommonEvent[79].command[217].textChoice[0],Да,
CommonEvent[79].command[217].textChoice[1],Нет,
CommonEvent[79].command[219],____TEXT____,
CommonEvent[79].command[220].textData,\c[7]Рагнвальдр\c[0],
CommonEvent[79].command[221].textData,"""...""",
CommonEvent[79].command[222],____TEXT____,
CommonEvent[79].command[223].textData,Рагнвальд разочарованно смотрит на тебя.,
CommonEvent[79].command[235],____TEXT____,
CommonEvent[79].command[236].textData,Принести в жертву Кахару?,
CommonEvent[79].command[237],___CHOICE___,
CommonEvent[79].command[237].textChoice[0],Да,
CommonEvent[79].command[237].textChoice[1],Нет,
CommonEvent[79].command[239],____TEXT____,
CommonEvent[79].command[240].textData,\c[7]Кахара\c[0],
CommonEvent[79].command[241].textData,"""Не, так не канает"".",
CommonEvent[79].command[242],____TEXT____,
CommonEvent[79].command[243].textData,\c[7]Кахара\c[0],
CommonEvent[79].command[244].textData,"""Может я и готов умереть, но на собственных условиях",
CommonEvent[79].command[245].textData,"и в свое время"".",
CommonEvent[79].command[257],____TEXT____,
CommonEvent[79].command[258].textData,Принести в жертву Ле'Гарда?,
CommonEvent[79].command[259],___CHOICE___,
CommonEvent[79].command[259].textChoice[0],Да,
CommonEvent[79].command[259].textChoice[1],Нет,
CommonEvent[79].command[261],____TEXT____,
CommonEvent[79].command[262].textData,\c[7]Ле'гард\c[0],
CommonEvent[79].command[263].textData,"""Что? Ты потратил столько сил, вызволяя меня, чтобы ",
CommonEvent[79].command[264].textData,"просто принести в жертву? Здесь?""",
CommonEvent[79].command[265],____TEXT____,
CommonEvent[79].command[266].textData,\c[7]Ле'Гард\c[0],
CommonEvent[79].command[267].textData,"""Этому никогда не бывать. У моей жизни есть большее",
CommonEvent[79].command[268].textData,"предназначение"".",
CommonEvent[79].command[280],____TEXT____,
CommonEvent[79].command[281].textData,Кому ты будешь молиться?,
CommonEvent[79].command[282],___CHOICE___,
CommonEvent[79].command[282].textChoice[0],Гро-Гороту,
CommonEvent[79].command[282].textChoice[1],Сильвиан,
CommonEvent[79].command[282].textChoice[2],Алл-Меру,
CommonEvent[79].command[282].textChoice[3],Богу Глубин,
CommonEvent[79].command[282].textChoice[4],Уйти,
CommonEvent[79].command[284],____TEXT____,
CommonEvent[79].command[285].textData,.\|.\|.\|.,
CommonEvent[79].command[286],____TEXT____,
CommonEvent[79].command[287].textData,Ты закончил молиться.,
CommonEvent[79].command[291],____TEXT____,
CommonEvent[79].command[292].textData,.\|.\|.\|.,
CommonEvent[79].command[293],____TEXT____,
CommonEvent[79].command[294].textData,Ты закончил молиться.,
CommonEvent[79].command[298],____TEXT____,
CommonEvent[79].command[299].textData,.\|.\|.\|.,
CommonEvent[79].command[300],____TEXT____,
CommonEvent[79].command[301].textData,Ты закончил молиться.,
CommonEvent[79].command[305],____TEXT____,
CommonEvent[79].command[306].textData,.\|.\|.\|.,
CommonEvent[79].command[307],____TEXT____,
CommonEvent[79].command[308].textData,Ты закончил молиться.,
CommonEvent[80].command[2],____TEXT____,
CommonEvent[80].command[3].textData,"Разговоры с самим собой или голосами в голове, не ",
CommonEvent[80].command[4].textData,спасут твой разум.,
CommonEvent[80].command[11],____TEXT____,
CommonEvent[80].command[12].textData,"Разговоры с самим собой или голосами в голове, не ",
CommonEvent[80].command[13].textData,спасут твой разум.,
CommonEvent[80].command[20],____TEXT____,
CommonEvent[80].command[21].textData,"Разговоры с самим собой или голосами в голове, не ",
CommonEvent[80].command[22].textData,спасут твой разум.,
CommonEvent[80].command[29],____TEXT____,
CommonEvent[80].command[30].textData,"Разговоры с самим собой или голосами в голове, не ",
CommonEvent[80].command[31].textData,спасут твой разум.,
CommonEvent[80].command[38],____TEXT____,
CommonEvent[80].command[39].textData,"Разговоры с самим собой или голосами в голове, не ",
CommonEvent[80].command[40].textData,спасут твой разум.,
CommonEvent[80].command[47],____TEXT____,
CommonEvent[80].command[48].textData,"Разговоры с самим собой или голосами в голове, не ",
CommonEvent[80].command[49].textData,спасут твой разум.,
CommonEvent[80].command[56],____TEXT____,
CommonEvent[80].command[57].textData,"Разговоры с самим собой или голосами в голове, не ",
CommonEvent[80].command[58].textData,спасут твой разум.,
CommonEvent[80].command[67],____TEXT____,
CommonEvent[80].command[68].textData,\c[7]Энки\c[0],
CommonEvent[80].command[69].textData,"""Не могу поверить, что спустился сюда с тобой! ",
CommonEvent[80].command[70].textData,"Насколько же это жалкий способ умереть?!""",
CommonEvent[80].command[74],____TEXT____,
CommonEvent[80].command[75].textData,\c[7]Энки\c[0],
CommonEvent[80].command[76].textData,"""Я чувствую ужасающую силу, что нашла здесь ",
CommonEvent[80].command[77].textData,"пристанище"".",
CommonEvent[80].command[78],____TEXT____,
CommonEvent[80].command[79].textData,\c[7]Энки\c[0],
CommonEvent[80].command[80].textData,"""С такими объёмами пролитой крови можно проводить ",
CommonEvent[80].command[81].textData,немыслимые кровавые ритуалы. Я от всего сердца завидую ,
CommonEvent[80].command[82].textData,"колдунам, что зиждились в этом месте"".",
CommonEvent[80].command[87],____TEXT____,
CommonEvent[80].command[88].textData,\c[7]Энки\c[0],
CommonEvent[80].command[89].textData,"""Когда я впервые спустился сюда, мой план был найти",
CommonEvent[80].command[90].textData,"ЕГО здесь...""",
CommonEvent[80].command[91],___CHOICE___,
CommonEvent[80].command[91].textChoice[0],"""Кого ЕГО?""",
CommonEvent[80].command[91].textChoice[1],Проигнорировать,
CommonEvent[80].command[93],____TEXT____,
CommonEvent[80].command[94].textData,\c[7]Энки\c[0],
CommonEvent[80].command[95].textData,"""В этих подземелиях держат человека с великим ",
CommonEvent[80].command[96].textData,"потенциалом. Я чувствую в нём зреют начала новой эры"".",
CommonEvent[80].command[97],____TEXT____,
CommonEvent[80].command[98].textData,\c[7]Энки\c[0],
CommonEvent[80].command[99].textData,"""Я мало о нем знаю, лишь те вещи, о которых мне ",
CommonEvent[80].command[100].textData,"поведали туманные видения...""",
CommonEvent[80].command[107],____TEXT____,
CommonEvent[80].command[108].textData,\c[7]Энки\c[0],
CommonEvent[80].command[109].textData,"""...""",
CommonEvent[80].command[110],____TEXT____,
CommonEvent[80].command[111].textData,Энки явно не настроен на разговоры.,
CommonEvent[80].command[117],____TEXT____,
CommonEvent[80].command[118].textData,\c[7]Энки\c[0],
CommonEvent[80].command[119].textData,"""Это очень любопытное дерево. Я чувствую его связь с",
CommonEvent[80].command[120].textData,"Богом глубин, но она немного другая...""",
CommonEvent[80].command[124],____TEXT____,
CommonEvent[80].command[125].textData,\c[7]Энки\c[0],
CommonEvent[80].command[126].textData,"""Это, Бог глубин. Мы у самого Алтаря Тьмы"".",
CommonEvent[80].command[127],____TEXT____,
CommonEvent[80].command[128].textData,\c[7]Энки\c[0],
CommonEvent[80].command[129].textData,"""Когда-то, это место внушало ужасало, но сейчас, бог",
CommonEvent[80].command[130].textData,"спит уже очень долгое время...""",
CommonEvent[80].command[131],____TEXT____,
CommonEvent[80].command[132].textData,\c[7]Энки\c[0],
CommonEvent[80].command[133].textData,"""Лишь следы Древних богов остались в этом мире"".",
CommonEvent[80].command[137],____TEXT____,
CommonEvent[80].command[138].textData,\c[7]Энки\c[0],
CommonEvent[80].command[139].textData,"""Ты слышишь, как бьется сердце бога?""",
CommonEvent[80].command[143],____TEXT____,
CommonEvent[80].command[144].textData,\c[7]Энки\c[0],
CommonEvent[80].command[145].textData,"""Я чувствую присутствие бога Глубин, но все же,",
CommonEvent[80].command[146].textData,"что-то не так...""",
CommonEvent[80].command[150],____TEXT____,
CommonEvent[80].command[151].textData,\c[7]Энки\c[0],
CommonEvent[80].command[152].textData,"""Этот храм... Должно быть, это храм Мучений"".",
CommonEvent[80].command[153],____TEXT____,
CommonEvent[80].command[154].textData,\c[7]Энки\c[0],
CommonEvent[80].command[155].textData,"""У меня нет слов...""",
CommonEvent[80].command[156],____TEXT____,
CommonEvent[80].command[157].textData,\c[7]Энки\c[0],
CommonEvent[80].command[158].textData,"""Мы должны провести необходимые процедуры! ",
CommonEvent[80].command[159].textData,"Любой ценой!""",
CommonEvent[80].command[163],____TEXT____,
CommonEvent[80].command[164].textData,"Энки начинает осматриваться, исследую каждый уголок",
CommonEvent[80].command[165].textData,и окошечко...,
CommonEvent[80].command[166],___CHOICE___,
CommonEvent[80].command[166].textChoice[0],"""Что-то не так?""",
CommonEvent[80].command[166].textChoice[1],Проигнорировать,
CommonEvent[80].command[168],____TEXT____,
CommonEvent[80].command[169].textData,\c[7]Энки\c[0],
CommonEvent[80].command[170].textData,"""Да нет... Просто...""",
CommonEvent[80].command[171],____TEXT____,
CommonEvent[80].command[172].textData,\c[7]Энки\c[0],
CommonEvent[80].command[173].textData,"""Я чувствую, как мы близки к особому месту...""",
CommonEvent[80].command[181],____TEXT____,
CommonEvent[80].command[182].textData,"Энки начинает осматриваться, исследую каждый уголок",
CommonEvent[80].command[183].textData,и окошечко...,
CommonEvent[80].command[184],___CHOICE___,
CommonEvent[80].command[184].textChoice[0],"""Что-то не так?""",
CommonEvent[80].command[184].textChoice[1],Проигнорировать,
CommonEvent[80].command[186],____TEXT____,
CommonEvent[80].command[187].textData,\c[7]Энки\c[0],
CommonEvent[80].command[188].textData,"""Да нет... Просто...""",
CommonEvent[80].command[189],____TEXT____,
CommonEvent[80].command[190].textData,\c[7]Энки\c[0],
CommonEvent[80].command[191].textData,"""Я чувствую, как мы близки к особому месту...""",
CommonEvent[80].command[199],____TEXT____,
CommonEvent[80].command[200].textData,Энки изучает книги и книжные шкафы. Кажется сейчас его ,
CommonEvent[80].command[201].textData,лучше не беспокоить...,
CommonEvent[80].command[205],____TEXT____,
CommonEvent[80].command[206].textData,Энки изучает книги и книжные шкафы. Кажется сейчас его ,
CommonEvent[80].command[207].textData,лучше не беспокоить...,
CommonEvent[80].command[211],____TEXT____,
CommonEvent[80].command[212].textData,\c[7]Энки\c[0],
CommonEvent[80].command[213].textData,"""Вот она"".",
CommonEvent[80].command[214],____TEXT____,
CommonEvent[80].command[215].textData,\c[7]Энки\c[0],
CommonEvent[80].command[216].textData,"""Яма познания. Бесконечно растущая библиотека в ",
CommonEvent[80].command[217].textData,нисходящей спирали. Все знания известных цивилизаций ,
CommonEvent[80].command[218].textData,"покоятся здесь"".",
CommonEvent[80].command[222],____TEXT____,
CommonEvent[80].command[223].textData,\c[7]Энки\c[0],
CommonEvent[80].command[224].textData,"""Вот она"".",
CommonEvent[80].command[225],____TEXT____,
CommonEvent[80].command[226].textData,\c[7]Энки\c[0],
CommonEvent[80].command[227].textData,"""Яма познания. Бесконечно растущая библиотека в ",
CommonEvent[80].command[228].textData,нисходящей спирали. Все знания известных цивилизаций ,
CommonEvent[80].command[229].textData,"покоятся здесь"".",
